ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,TOTAL_AMOUNT,SHIPPING_COST,PAYMENT_METHOD,SHIPPING_ADDRESS,BILLING_ADDRESS,CREATED_AT,UPDATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
913000913,1000454,2025-02-02T15:23:31.293,Processing,832.81,5.99,Debit Card,383 Lawson Port Apt. 416,7319 Katherine Track Apt. 403,2025-02-02T15:23:31.293,2025-02-03T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
914000914,1000454,2025-02-02T15:23:31.293,Processing,510.41,19.08,Credit Card,5412 Mann Villages,4791 Miller Land Suite 980,2025-02-02T15:23:31.293,2025-02-03T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
915000915,1000454,2025-02-02T15:23:31.293,Processing,404.99,9.93,Credit Card,0661 Montgomery Flat Suite 297,359 Jonathan Corner Apt. 579,2025-02-02T15:23:31.293,2025-02-02T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
916000916,1000455,2025-02-05T15:23:31.293,Pending,1295.73,13.23,PayPal,9782 Ward Way,8124 Chapman Plaza,2025-02-05T15:23:31.293,2025-02-07T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
917000917,1000455,2025-01-26T15:23:31.293,Delivered,4063.52,19.91,Credit Card,091 Foster Lane Suite 801,33949 Wagner Forest Apt. 819,2025-01-26T15:23:31.293,2025-01-28T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
918000918,1000455,2025-02-05T15:23:31.293,Pending,4884.12,5.05,Credit Card,43079 Newton Vista,04253 Cain Viaduct,2025-02-05T15:23:31.293,2025-02-06T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
938000938,1000465,2025-02-04T15:23:31.293,Pending,2233.95,8.41,Credit Card,2453 Davidson Centers,053 Timothy Mount Suite 034,2025-02-04T15:23:31.293,2025-02-05T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
911000911,1000453,2025-01-31T15:23:31.293,Shipped,3904.99,6.76,PayPal,8881 Sara Flat Apt. 727,434 Phillips Circle,2025-01-31T15:23:31.293,2025-02-01T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
940000940,1000465,2025-02-04T15:23:31.293,Pending,7512.8,6.31,PayPal,95222 Patricia Roads,24238 Underwood Haven,2025-02-04T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
999000999,1000488,2025-01-15T15:23:31.293,Delivered,4172.05,7.79,Debit Card,94653 Todd Port Suite 510,3859 Booth Brooks Suite 227,2025-01-15T15:23:31.293,2025-01-17T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
960000960,1000471,2025-02-04T15:23:31.293,Pending,4362.43,12.66,PayPal,06831 Harvey Valley,10785 Rodriguez Circles,2025-02-04T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
961000961,1000472,2025-01-29T15:23:31.293,Delivered,1848.61,7.39,Credit Card,467 Jerry Summit Suite 049,82005 Roberts Pass,2025-01-29T15:23:31.293,2025-01-30T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
962000962,1000472,2025-01-29T15:23:31.293,Delivered,7702.1,6.63,PayPal,02251 Gamble Expressway Apt. 354,3981 Owens Heights,2025-01-29T15:23:31.293,2025-01-29T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
963000963,1000472,2025-02-01T15:23:31.293,Shipped,3421.37,8.53,Credit Card,07651 Theresa Fork Apt. 627,8335 Charles Key Apt. 037,2025-02-01T15:23:31.293,2025-02-02T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
964000964,1000472,2025-01-29T15:23:31.293,Delivered,4084.41,11.29,Credit Card,02403 Green Fall,368 Andrea Plains Suite 087,2025-01-29T15:23:31.293,2025-01-29T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
965000965,1000472,2025-02-01T15:23:31.293,Shipped,3931.5,6.3,Debit Card,82394 Ryan Valley,3384 Jeremiah Overpass Suite 513,2025-02-01T15:23:31.293,2025-02-03T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
966000966,1000472,2025-01-29T15:23:31.293,Delivered,869.54,10.34,Debit Card,853 Keith Via Apt. 665,606 Connor Rest Suite 681,2025-01-29T15:23:31.293,2025-01-29T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
967000967,1000472,2025-02-05T15:23:31.293,Pending,2876.48,19.55,PayPal,441 Mccullough Viaduct Suite 365,0977 Brittney Greens,2025-02-05T15:23:31.293,2025-02-06T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
968000968,1000473,2025-01-16T15:23:31.293,Delivered,2690.22,17.28,Debit Card,486 Jennifer Vista Suite 632,7313 Goodwin Plains Suite 035,2025-01-16T15:23:31.293,2025-01-18T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
941000941,1000466,2025-02-01T15:23:31.293,Shipped,1301.45,6.74,Credit Card,404 Alexandra Pike,48545 Perez Haven Suite 375,2025-02-01T15:23:31.293,2025-02-03T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
942000942,1000466,2025-02-01T15:23:31.293,Shipped,1504.56,10.19,Credit Card,50785 Kenneth Pass Suite 282,2228 Hardin Spring Apt. 618,2025-02-01T15:23:31.293,2025-02-01T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
971000971,1000474,2025-01-21T15:23:31.293,Delivered,1547.88,16.83,Debit Card,905 Lara Junction,7385 Moore Parks Apt. 139,2025-01-21T15:23:31.293,2025-01-21T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
972000972,1000474,2025-01-21T15:23:31.293,Delivered,6781.36,5.97,Debit Card,00682 Johnson Manor,6044 Mariah Harbor,2025-01-21T15:23:31.293,2025-01-21T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
973000973,1000474,2025-01-24T15:23:31.293,Delivered,2786.1,11.08,Credit Card,444 Wright Unions,27189 Joy Cove,2025-01-24T15:23:31.293,2025-01-24T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
974000974,1000476,2025-01-31T15:23:31.293,Shipped,3671.89,6.37,Debit Card,711 Harris Junctions Suite 550,431 Smith Trail Apt. 384,2025-01-31T15:23:31.293,2025-02-02T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
959000959,1000471,2025-02-04T15:23:31.293,Pending,2193.84,6.95,PayPal,286 Jamie Pass,02402 Lopez Ranch,2025-02-04T15:23:31.293,2025-02-06T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
958000958,1000471,2025-02-04T15:23:31.293,Pending,4714.87,11.27,PayPal,27766 Grant Cove Suite 025,4578 Melanie Villages,2025-02-04T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
957000957,1000471,2025-02-04T15:23:31.293,Pending,1249.05,7.75,Debit Card,1760 Tyler Plains,89099 Rogers Port Suite 548,2025-02-04T15:23:31.293,2025-02-05T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
948000948,1000468,2025-01-25T15:23:31.293,Delivered,1668.28,5.17,PayPal,9922 Amber Way,9805 Deborah Tunnel,2025-01-25T15:23:31.293,2025-01-26T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
970000970,1000473,2025-01-29T15:23:31.293,Delivered,2229.66,5.04,PayPal,962 Turner Shore Suite 471,263 Katrina Spur,2025-01-29T15:23:31.293,2025-01-31T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
943000943,1000467,2025-02-04T15:23:31.293,Pending,712.57,11.97,Credit Card,8779 Eric Forest Suite 453,8531 Amanda Groves Suite 038,2025-02-04T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
944000944,1000467,2025-01-28T15:23:31.293,Delivered,2035.8,11.4,Credit Card,909 Stone Creek,465 Chen Lodge,2025-01-28T15:23:31.293,2025-01-30T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
945000945,1000467,2025-02-01T15:23:31.293,Shipped,1744.13,11.87,Debit Card,7209 Shawn Ranch,3678 Brian Mountain,2025-02-01T15:23:31.293,2025-02-03T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
946000946,1000468,2025-01-20T15:23:31.293,Delivered,3258.3,7.64,PayPal,036 Kirk Cliffs,89637 Adrienne Park,2025-01-20T15:23:31.293,2025-01-20T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
947000947,1000468,2025-01-25T15:23:31.293,Delivered,3244.27,6.34,Debit Card,40926 Christopher Expressway,4644 Nicholas Inlet Suite 047,2025-01-25T15:23:31.293,2025-01-27T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
949000949,1000468,2025-01-29T15:23:31.293,Delivered,3307.99,19.34,PayPal,157 Justin Extensions Apt. 011,4717 Jason Stream Apt. 625,2025-01-29T15:23:31.293,2025-01-31T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
956000956,1000470,2025-02-05T15:23:31.293,Pending,6649.28,9.77,PayPal,88752 Gary Shoal Apt. 384,9461 Brian Fields,2025-02-05T15:23:31.293,2025-02-07T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
950000950,1000469,2025-02-04T15:23:31.293,Pending,2550.95,19.56,Credit Card,752 Bailey Point Apt. 490,21887 Burnett Spurs,2025-02-04T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
951000951,1000469,2025-01-30T15:23:31.293,Shipped,1653.86,11.28,PayPal,46719 Ronald Groves,17552 Nunez Corners,2025-01-30T15:23:31.293,2025-01-30T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
952000952,1000469,2025-02-02T15:23:31.293,Processing,2823.13,14.33,PayPal,38077 Keith Port,03433 William Plaza Apt. 505,2025-02-02T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
953000953,1000469,2025-01-30T15:23:31.293,Shipped,203.42,16.98,Debit Card,5274 Mary Road,599 Pacheco Oval Suite 465,2025-01-30T15:23:31.293,2025-01-31T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
954000954,1000469,2025-01-30T15:23:31.293,Shipped,1386.64,17.68,Debit Card,705 Reid Mission,9812 Roger Streets Suite 914,2025-01-30T15:23:31.293,2025-01-31T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
955000955,1000469,2025-02-03T15:23:31.293,Processing,1841.15,12.37,Credit Card,244 Chelsea Views,410 Joyce Glen Apt. 495,2025-02-03T15:23:31.293,2025-02-03T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
903000903,1000450,2025-01-23T15:23:31.293,Delivered,2762.45,6.9,Credit Card,3540 Jessica Bypass,297 Brandy Squares Apt. 775,2025-01-23T15:23:31.293,2025-01-25T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
902000902,1000449,2025-01-28T15:23:31.293,Delivered,996.52,12.18,Debit Card,2546 Santos Falls,24656 Colon Gateway Suite 231,2025-01-28T15:23:31.293,2025-01-30T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
901000901,1000448,2025-01-12T15:23:31.293,Delivered,7193.06,11.07,Debit Card,94658 Buck Springs Suite 094,0087 Matthew Landing Apt. 808,2025-01-12T15:23:31.293,2025-01-13T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
864000864,1000427,2025-02-05T15:23:31.293,Pending,2924.52,7.79,PayPal,5614 Rebecca Avenue,98855 Green Pass,2025-02-05T15:23:31.293,2025-02-05T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
848000848,1000417,2025-02-01T15:23:31.293,Shipped,420.62,12.36,Credit Card,46971 Matthew Ports Suite 199,243 Mendoza Village Suite 260,2025-02-01T15:23:31.293,2025-02-02T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
849000849,1000418,2025-02-02T15:23:31.293,Processing,1898.04,12.3,Credit Card,6582 Brown Prairie Suite 353,702 Hood Street,2025-02-02T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
850000850,1000420,2025-01-22T15:23:31.293,Delivered,7219.29,6.54,Credit Card,48612 Bobby Locks,887 Davis Manor Suite 117,2025-01-22T15:23:31.293,2025-01-24T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
851000851,1000420,2025-01-22T15:23:31.293,Delivered,3698.28,13.69,Credit Card,9719 Wells Views Suite 426,296 Mary Courts Apt. 807,2025-01-22T15:23:31.293,2025-01-22T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
852000852,1000420,2025-01-22T15:23:31.293,Delivered,7370.26,11.18,Debit Card,027 Craig Spur Suite 391,381 Melissa Terrace Suite 179,2025-01-22T15:23:31.293,2025-01-24T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
825000825,1000412,2025-01-26T15:23:31.293,Delivered,1644.8,7.93,Credit Card,807 John Creek,2243 Meredith Gateway Suite 739,2025-01-26T15:23:31.293,2025-01-28T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
826000826,1000412,2025-01-19T15:23:31.293,Delivered,4036.15,6.82,Credit Card,642 Ware Loop,64581 John Mountains,2025-01-19T15:23:31.293,2025-01-19T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
855000855,1000423,2025-02-02T15:23:31.293,Processing,1801.82,17.84,Debit Card,46414 Robert Light,773 Hernandez Drive Suite 230,2025-02-02T15:23:31.293,2025-02-04T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
856000856,1000423,2025-01-26T15:23:31.293,Delivered,3772.2,11.81,Credit Card,0259 Brown Trafficway,80037 Peter Village,2025-01-26T15:23:31.293,2025-01-26T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
857000857,1000423,2025-01-26T15:23:31.293,Delivered,874.37,19.52,Credit Card,67439 Benjamin Forges Suite 338,405 Bruce Garden,2025-01-26T15:23:31.293,2025-01-26T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
858000858,1000423,2025-01-26T15:23:31.293,Delivered,2600.93,10.76,PayPal,674 Mercer Underpass Apt. 225,26364 Diane Islands Apt. 762,2025-01-26T15:23:31.293,2025-01-26T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
859000859,1000424,2025-01-18T15:23:31.293,Delivered,4722.27,12.56,Credit Card,71343 Anna Flat Suite 788,4525 Russell Fords,2025-01-18T15:23:31.293,2025-01-20T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
860000860,1000424,2025-01-21T15:23:31.293,Delivered,3533.18,11.65,Debit Card,2013 Zamora Harbor,33772 Alejandro Cove,2025-01-21T15:23:31.293,2025-01-21T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
861000861,1000425,2025-01-31T15:23:31.293,Shipped,1708.33,11.07,Credit Card,254 Kelly Ridges,5151 Amy Tunnel,2025-01-31T15:23:31.293,2025-02-01T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
862000862,1000425,2025-02-02T15:23:31.293,Processing,1163.63,8.49,Debit Card,4653 Christopher Common Apt. 684,171 Christina Islands,2025-02-02T15:23:31.293,2025-02-02T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
847000847,1000417,2025-01-16T15:23:31.293,Delivered,2621.91,6.87,Debit Card,76282 Washington Fall Apt. 087,87301 Burch Burg,2025-01-16T15:23:31.293,2025-01-16T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
846000846,1000417,2025-01-16T15:23:31.293,Delivered,1557.59,9.49,Credit Card,0688 Pamela Center,1232 Davis Port,2025-01-16T15:23:31.293,2025-01-17T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
845000845,1000417,2025-01-16T15:23:31.293,Delivered,4605.79,19.23,Debit Card,3719 Stacey Crossing,661 Brian Glen Apt. 524,2025-01-16T15:23:31.293,2025-01-18T15:23:31.293,historic,0403bf1f-feb9-48d3-9a27-86959c0e1ccf,2025-02-08 17:37:58
