CUSTOMER_ID,EMAIL,FIRST_NAME,LAST_NAME,AGE,GENDER,ANNUAL_INCOME,MARITAL_STATUS,EDUCATION,LOCATION_TYPE,CITY,STATE,COUNTRY,SIGNUP_DATE,LAST_LOGIN,PREFERRED_CHANNEL,IS_ACTIVE,DATA_SOURCE,BATCH_ID,LOADED_AT
2935,stacy06@example.org,Stephen,Jacobs,46,F,86530,Widowed,High School,Urban,Schneidermouth,Alaska,USA,2023-11-06 00:00:00,2023-11-10T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2934,stacycoleman@example.net,Andre,Arroyo,53,Other,93769,Married,High School,Rural,East Bryan,New Hampshire,USA,2023-09-03 00:00:00,2023-09-17T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2933,erika60@example.org,April,Benson,66,Other,84344,Widowed,Some College,Rural,South Ariana,Washington,USA,2024-09-08 00:00:00,2024-09-10T00:00:00.000,Web,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2932,sandra33@example.net,Derrick,Ortiz,37,M,81058,Married,Bachelor,Suburban,New Jennifer,Arkansas,USA,2023-06-18 00:00:00,2023-06-22T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2931,brent63@example.net,Marvin,Smith,58,M,82025,Divorced,Some College,Suburban,Freemanside,Rhode Island,USA,2024-11-14 00:00:00,2024-12-08T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2945,heatherscott@example.com,Gregory,Murray,55,F,88759,Married,Some College,Urban,Pierceview,New Mexico,USA,2023-09-09 00:00:00,2023-09-10T00:00:00.000,Web,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2946,ikelley@example.com,Alexis,Smith,57,Other,75842,Widowed,High School,Urban,Robertfort,New Jersey,USA,2023-12-07 00:00:00,2023-12-21T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2947,drowe@example.com,Christopher,Stein,27,F,53445,Divorced,Some College,Urban,Ashleyberg,Ohio,USA,2025-01-02 00:00:00,2025-01-10T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2948,eric80@example.net,Derek,Hogan,42,F,97903,Widowed,Bachelor,Suburban,South Gloria,California,USA,2024-02-13 00:00:00,2024-02-29T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2949,cscott@example.org,Aaron,Gonzalez,42,M,87136,Married,Some College,Suburban,Joneshaven,Nevada,USA,2024-08-12 00:00:00,2024-09-02T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2950,cookjessica@example.com,Amy,Smith,18,F,31261,Single,Some College,Urban,North Hannah,Tennessee,USA,2024-06-30 00:00:00,2024-07-24T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2951,egray@example.net,Mary,Fields,31,M,50688,Married,High School,Suburban,South Brandi,Illinois,USA,2023-07-18 00:00:00,2023-08-03T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2952,beardkathleen@example.com,Dennis,Cohen,63,F,89997,Married,Bachelor,Urban,West Emily,Louisiana,USA,2023-09-13 00:00:00,2023-09-16T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2953,robersonlatoya@example.org,Barbara,Miller,52,Other,91894,Single,Bachelor,Urban,Angelahaven,New Hampshire,USA,2024-07-18 00:00:00,2024-08-11T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2954,galvandavid@example.org,Heather,Chan,38,Other,65308,Married,Bachelor,Rural,Tuckerville,Mississippi,USA,2023-05-22 00:00:00,2023-06-11T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2955,benjaminmcdonald@example.org,Jenny,Brown,72,M,58848,Widowed,Some College,Suburban,Brianbury,Iowa,USA,2024-06-18 00:00:00,2024-06-24T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2956,lproctor@example.com,Jessica,Harper,18,Other,23467,Widowed,Some College,Urban,Lyonsport,Nebraska,USA,2024-04-16 00:00:00,2024-05-15T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2957,santiagomark@example.org,Christopher,House,21,F,36664,Widowed,Some College,Rural,North Ericaton,Connecticut,USA,2024-08-08 00:00:00,2024-08-23T00:00:00.000,Mobile App,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2958,xpeters@example.org,Jessica,Smith,39,Other,75779,Single,Master,Suburban,East Michaelport,Oregon,USA,2023-10-08 00:00:00,2023-10-11T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2959,wmartin@example.net,Jerry,Fleming,19,F,36108,Divorced,Some College,Suburban,North Christopher,Utah,USA,2023-06-29 00:00:00,2023-07-27T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2960,christineblackwell@example.com,Rebecca,Gibbs,19,F,31695,Divorced,Master,Suburban,Adamsmouth,Utah,USA,2023-05-19 00:00:00,2023-05-24T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2961,danielle96@example.com,Brooke,Goodman,20,F,41293,Divorced,Bachelor,Suburban,Goodmanview,Wisconsin,USA,2023-07-04 00:00:00,2023-07-09T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2930,paul46@example.net,Heather,Wright,20,M,26483,Divorced,Some College,Suburban,West Nathanmouth,Michigan,USA,2023-09-23 00:00:00,2023-09-25T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2929,jgarcia@example.org,Misty,Escobar,20,F,37642,Married,Some College,Urban,Lake Jennifer,Alaska,USA,2023-07-29 00:00:00,2023-08-22T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2928,saraharper@example.net,Dylan,Rhodes,45,M,74173,Married,Bachelor,Urban,Port Roberttown,New Hampshire,USA,2023-07-27 00:00:00,2023-07-31T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2911,schultzsarah@example.net,Phillip,Williams,61,F,68164,Divorced,Some College,Rural,East Abigail,New York,USA,2024-06-18 00:00:00,2024-07-03T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2897,davidcopeland@example.net,Mark,Moore,33,M,67743,Divorced,High School,Urban,Lake Francisco,Texas,USA,2025-01-11 00:00:00,2025-01-20T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2898,nguyenmary@example.org,Tracey,Wong,42,M,110835,Divorced,Some College,Suburban,Jimmyview,West Virginia,USA,2024-03-11 00:00:00,2024-04-07T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2899,blevinsmelissa@example.com,Tyler,Sullivan,21,F,36483,Married,Bachelor,Urban,Julieborough,Rhode Island,USA,2024-05-23 00:00:00,2024-06-20T00:00:00.000,Web,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2900,brandon11@example.org,Robin,Parsons,68,F,94724,Married,High School,Suburban,Luischester,Idaho,USA,2023-01-05 00:00:00,2023-01-24T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2901,igriffin@example.net,Amanda,Morales,34,F,56072,Single,High School,Urban,North Tonya,Louisiana,USA,2023-04-13 00:00:00,2023-05-06T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2902,montesandrew@example.com,Leah,Ferguson,32,M,47284,Divorced,Some College,Suburban,Lake Katherinefort,Delaware,USA,2024-10-10 00:00:00,2024-10-13T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2903,tjones@example.org,Gregory,Frey,34,F,53832,Widowed,Some College,Suburban,West Susan,Michigan,USA,2024-06-14 00:00:00,2024-07-10T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2904,donna59@example.org,Brandon,Doyle,32,M,46066,Married,High School,Suburban,Annamouth,Massachusetts,USA,2024-08-25 00:00:00,2024-09-12T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2905,mcrawford@example.org,Daniel,Lopez,40,Other,67513,Divorced,Bachelor,Suburban,Mayoside,Iowa,USA,2024-02-12 00:00:00,2024-03-04T00:00:00.000,Web,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2906,ericksonkatherine@example.com,Robert,Thomas,53,Other,99399,Divorced,Bachelor,Urban,Markville,Colorado,USA,2024-12-09 00:00:00,2024-12-24T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2907,ksmith@example.com,Tammy,Hudson,37,M,70455,Divorced,Some College,Urban,Port Katherinestad,Texas,USA,2024-08-13 00:00:00,2024-08-17T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2908,hunterfrank@example.org,Nicholas,Boyd,69,F,81071,Married,Some College,Suburban,Brownhaven,Illinois,USA,2024-03-19 00:00:00,2024-04-12T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2909,stephen12@example.net,William,Lane,69,M,82172,Widowed,Bachelor,Urban,North Gloria,New York,USA,2024-03-05 00:00:00,2024-03-08T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2910,peter11@example.net,John,Hood,26,Other,60000,Divorced,Bachelor,Suburban,Rayberg,New Jersey,USA,2024-02-19 00:00:00,2024-03-08T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2912,nicole28@example.com,Jessica,Richmond,31,M,41618,Single,Some College,Suburban,Huntville,Ohio,USA,2023-11-29 00:00:00,2023-12-02T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2927,robertparker@example.com,Anne,Lloyd,18,M,35501,Widowed,High School,Suburban,Rodriguezburgh,Connecticut,USA,2024-07-03 00:00:00,2024-07-23T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2913,kimberly97@example.com,Heather,Williams,21,F,34038,Single,Bachelor,Suburban,Lake Adambury,New York,USA,2023-03-11 00:00:00,2023-03-12T00:00:00.000,Mobile App,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2914,christina94@example.com,Larry,Sutton,42,F,77965,Single,Bachelor,Suburban,Mollyport,Louisiana,USA,2024-04-23 00:00:00,2024-05-03T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2915,hornbradley@example.com,Bonnie,Clayton,34,M,84819,Single,Master,Rural,Taylormouth,Maine,USA,2023-05-13 00:00:00,2023-05-18T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2916,kennethhayes@example.com,Victoria,Rodriguez,23,Other,30729,Single,Bachelor,Suburban,Johnsonview,Kansas,USA,2024-05-04 00:00:00,2024-05-20T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2917,bethany83@example.net,Zachary,Blevins,42,F,81516,Divorced,Bachelor,Suburban,South Lisashire,Nevada,USA,2024-01-07 00:00:00,2024-01-30T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2918,william57@example.net,Katelyn,Weeks,46,M,82930,Married,Some College,Urban,Riveraside,California,USA,2024-04-17 00:00:00,2024-04-29T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2919,twoods@example.org,Vickie,Byrd,23,Other,36990,Married,Bachelor,Suburban,Randallborough,Arkansas,USA,2024-03-22 00:00:00,2024-04-20T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2920,gpearson@example.net,Mary,Owens,35,Other,68422,Single,Bachelor,Urban,Davisborough,Massachusetts,USA,2023-08-30 00:00:00,2023-09-22T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2921,mayaaron@example.net,Amanda,Hughes,33,F,63583,Divorced,Bachelor,Urban,East James,Virginia,USA,2023-08-02 00:00:00,2023-08-13T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2922,justin33@example.com,Bonnie,Munoz,28,M,57908,Married,Master,Urban,New Mason,Wyoming,USA,2024-10-31 00:00:00,2024-11-30T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2923,lunajeffrey@example.org,Sarah,Vega,69,Other,60727,Divorced,Bachelor,Suburban,Edwardsburgh,New Jersey,USA,2023-05-22 00:00:00,2023-05-30T00:00:00.000,Mobile App,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2924,lawrencelambert@example.com,Lisa,Mitchell,71,Other,72989,Divorced,Some College,Urban,Mooreton,Illinois,USA,2024-01-23 00:00:00,2024-02-11T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2925,tanyasanchez@example.com,Tony,Carter,22,F,36576,Divorced,Bachelor,Suburban,Oliviashire,Kansas,USA,2023-10-21 00:00:00,2023-10-23T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2926,lee57@example.org,Robin,Hernandez,62,M,50069,Married,Some College,Suburban,South Danielview,California,USA,2024-03-17 00:00:00,2024-03-24T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2962,michaelreyes@example.net,Erin,Gallagher,27,M,44474,Married,Bachelor,Rural,Elizabethburgh,Arkansas,USA,2024-11-13 00:00:00,2024-11-15T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2963,christopher41@example.com,Kimberly,Clark,48,Other,104329,Married,Some College,Suburban,Benjaminstad,Colorado,USA,2023-08-28 00:00:00,2023-09-10T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2964,johnpineda@example.net,Katrina,Oneill,55,Other,89418,Divorced,High School,Urban,Hoganfurt,West Virginia,USA,2024-08-08 00:00:00,2024-08-21T00:00:00.000,Mobile App,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3014,gwilson@example.com,Nancy,Krueger,73,M,82426,Single,Some College,Suburban,Priscillaside,Iowa,USA,2024-10-07 00:00:00,2024-11-06T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3000,andreacabrera@example.com,Sandra,Johnson,72,F,68579,Single,High School,Rural,Port Jonathan,Wisconsin,USA,2023-08-23 00:00:00,2023-09-07T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3001,markmorgan@example.com,Adriana,Barber,25,Other,33366,Divorced,High School,Rural,New Laura,New Jersey,USA,2023-02-04 00:00:00,2023-02-14T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3002,carterdalton@example.com,Tasha,Medina,59,M,57565,Married,Bachelor,Urban,West Kristinachester,South Dakota,USA,2024-02-11 00:00:00,2024-02-24T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3003,ricardo73@example.net,Peter,Buchanan,40,F,61317,Widowed,Bachelor,Urban,Normantown,Maryland,USA,2023-07-19 00:00:00,2023-08-05T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3004,zachary46@example.com,Julie,Clark,54,F,91467,Single,Bachelor,Suburban,New Melanie,Vermont,USA,2024-02-19 00:00:00,2024-02-22T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3005,justinguzman@example.com,Amanda,Hardin,73,M,87679,Married,Some College,Urban,Johnsonchester,Hawaii,USA,2024-05-01 00:00:00,2024-05-03T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3006,ericagreen@example.com,Brandi,Watkins,38,F,67437,Single,Some College,Suburban,Susanchester,Louisiana,USA,2024-11-29 00:00:00,2024-12-11T00:00:00.000,Email,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3007,freemanandrew@example.net,Brooke,Clark,51,F,86461,Divorced,Bachelor,Suburban,East Sherryton,Iowa,USA,2023-07-15 00:00:00,2023-08-11T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3008,barbarajohnson@example.org,John,Dougherty,48,M,83896,Single,Master,Rural,Davisfurt,Georgia,USA,2023-11-12 00:00:00,2023-12-05T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3009,johncoleman@example.net,Brian,Vance,27,F,44157,Widowed,Bachelor,Urban,North Ambertown,Delaware,USA,2024-10-19 00:00:00,2024-10-24T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3010,lori37@example.com,Mary,Gonzalez,75,F,76555,Married,Some College,Suburban,Ellisberg,South Dakota,USA,2023-05-09 00:00:00,2023-05-09T00:00:00.000,Email,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3011,ghenry@example.com,Chad,Flores,29,Other,38142,Widowed,Some College,Urban,Diazchester,Texas,USA,2023-10-12 00:00:00,2023-10-13T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3012,steven94@example.com,Susan,Peterson,50,F,109214,Divorced,Bachelor,Urban,Cherylstad,Mississippi,USA,2024-05-11 00:00:00,2024-06-02T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3013,vancemario@example.net,John,Soto,30,F,43341,Married,Some College,Suburban,New Jennifer,Colorado,USA,2023-04-02 00:00:00,2023-04-22T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3015,sheri52@example.net,Melissa,Prince,29,M,39562,Single,Some College,Urban,Port Sarah,New Jersey,USA,2024-12-15 00:00:00,2025-01-02T00:00:00.000,Web,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
2998,micheleyork@example.com,Victor,Reeves,29,F,50092,Single,High School,Urban,North Jonathanborough,Michigan,USA,2023-08-28 00:00:00,2023-08-30T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3016,kimberlyjones@example.net,Lawrence,Russo,19,F,36680,Widowed,High School,Urban,North Kevin,Mississippi,USA,2024-03-04 00:00:00,2024-03-31T00:00:00.000,Web,False,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3017,sphillips@example.com,Eduardo,Lara,39,Other,76719,Single,Bachelor,Urban,Port Lindsayberg,New Mexico,USA,2024-12-22 00:00:00,2025-01-03T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3018,qhubbard@example.com,James,Palmer,25,Other,34901,Divorced,Bachelor,Suburban,West Stephanie,Illinois,USA,2023-06-01 00:00:00,2023-06-30T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3019,felicia32@example.net,Sharon,Floyd,32,F,41284,Married,High School,Urban,Natalieport,Alabama,USA,2023-04-30 00:00:00,2023-05-11T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3020,brandilutz@example.com,Jesus,Schneider,30,F,49059,Widowed,Master,Urban,New Johnburgh,Virginia,USA,2024-08-29 00:00:00,2024-09-21T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3021,carsonrachel@example.com,Jennifer,Keller,20,Other,25105,Single,Some College,Suburban,Timothymouth,Pennsylvania,USA,2023-08-06 00:00:00,2023-08-09T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3022,zimmermanjustin@example.com,Cathy,King,25,F,30920,Widowed,Bachelor,Urban,Port Rhonda,Kansas,USA,2023-10-28 00:00:00,2023-10-28T00:00:00.000,Mobile App,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3024,thomas33@example.net,Katie,Hanson,63,F,83454,Married,High School,Urban,South Ronald,Nebraska,USA,2023-04-29 00:00:00,2023-05-07T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3025,lopezjohn@example.org,Darren,Wilson,26,M,47594,Widowed,Bachelor,Urban,Port Gabrielland,Vermont,USA,2024-10-14 00:00:00,2024-10-25T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3026,waynemcknight@example.org,Christopher,Vargas,22,Other,26407,Married,Some College,Suburban,Annburgh,South Carolina,USA,2024-06-24 00:00:00,2024-07-23T00:00:00.000,Web,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3027,hawkinsdeanna@example.net,Chad,James,40,F,76455,Widowed,Bachelor,Rural,Turnerstad,Hawaii,USA,2023-05-14 00:00:00,2023-05-15T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3028,darylarmstrong@example.net,Barbara,Lawrence,39,Other,70193,Single,Some College,Urban,North Emily,Illinois,USA,2024-11-02 00:00:00,2024-11-04T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
3029,philip83@example.org,Scott,Hernandez,43,M,60000,Divorced,Some College,Suburban,Ibarrafurt,New York,USA,2023-12-23 00:00:00,2023-12-29T00:00:00.000,Email,True,historic,f2a0b71e-e794-4b51-aa21-43aff4aac73d,2025-02-23 15:00:29
