customer_id,email,first_name,last_name,age,gender,annual_income,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
102,janet75@example.com,Michael,Peck,44,M,95826,Married,Master,Urban,Keithshire,Utah,USA,2023-07-05,2025-01-17,Email,TRUE
3234,hansensandra@example.org,Andrew,Anderson,49,Other,112940,Married,High School,Urban,Lake Staceyberg,Vermont,USA,2024-02-09,2025-02-15,Email,TRUE
394,ihoward@example.com,Rachel,Washington,29,M,46904,Married,High School,Rural,Hansenside,Vermont,USA,2024-09-05,2025-02-11,Web,TRUE
2703,emilykrueger@example.org,Charles,Sims,65,M,88925,Divorced,High School,Rural,West Michelle,Missouri,USA,2023-01-06,2025-02-03,Email,TRUE
1375,kathleen00@example.org,Joshua,Dunn,38,F,79207,Single,Bachelor,Suburban,Davidville,West Virginia,USA,2024-02-16,2025-02-05,Mobile App,TRUE
3740,jill12@example.net,Samantha,Cline,35,Other,92939,Widowed,Bachelor,Urban,West Karen,Pennsylvania,USA,2024-12-06,2025-02-12,Mobile App,TRUE
1454,bakerbrittany@example.net,Patty,Wright,46,Other,88091,Widowed,Bachelor,Suburban,Garyshire,Vermont,USA,2023-07-05,2025-01-30,Mobile App,TRUE
117,brownamy@example.net,James,Herrera,37,Other,65796,Widowed,High School,Rural,West Melissa,New Hampshire,USA,2024-08-24,2025-01-21,Web,TRUE
2277,nserrano@example.net,Joseph,Hunt,29,M,55360,Widowed,Some College,Urban,Harristown,Georgia,USA,2025-01-07,2025-01-25,Mobile App,TRUE
3968,emily96@example.com,Andrew,Williams,39,Other,73854,Single,High School,Urban,Richardland,South Carolina,USA,2024-10-01,2025-01-27,Mobile App,TRUE
2982,kristin79@example.org,Robert,Kramer,69,Other,90122,Divorced,Bachelor,Suburban,Richardland,Mississippi,USA,2024-04-22,2025-01-28,Email,TRUE
3939,quinnjohn@example.com,Terry,Hayes,71,F,82355,Single,High School,Urban,East Natalie,Florida,USA,2024-10-24,2025-02-06,Mobile App,TRUE
1664,rebecca44@example.com,Duane,Martinez,60,F,43532,Single,Some College,Urban,South Louiston,Illinois,USA,2023-02-07,2025-01-17,Web,TRUE
2252,cory24@example.com,Ryan,Smith,19,M,34852,Divorced,Some College,Rural,South Alexandriamouth,North Dakota,USA,2024-04-30,2025-01-31,Mobile App,TRUE
2132,bmullins@example.org,Matthew,Johnson,45,M,94668,Married,High School,Urban,South Joseph,Nevada,USA,2023-10-04,2025-01-30,Email,TRUE
1739,diazrandy@example.org,Anne,Daniel,18,F,33331,Married,High School,Rural,New Austinmouth,Wyoming,USA,2023-12-12,2025-02-03,Web,TRUE
2387,tphillips@example.com,Kim,Porter,21,F,31673,Widowed,Some College,Urban,West Leah,Alabama,USA,2023-03-11,2025-02-15,Mobile App,TRUE
80,khammond@example.org,David,Stewart,38,F,54078,Married,High School,Suburban,South Stevenhaven,Minnesota,USA,2023-12-28,2025-02-02,Mobile App,TRUE
3988,huffjon@example.com,Logan,Carter,29,Other,52963,Married,High School,Urban,Benderberg,Louisiana,USA,2024-03-08,2025-02-15,Mobile App,TRUE
735,zharris@example.org,Amanda,Lopez,22,F,34836,Divorced,Some College,Rural,West Ashleymouth,South Dakota,USA,2023-02-20,2025-01-25,Email,TRUE
3552,ntorres@example.org,Daniel,Bray,37,Other,81019,Divorced,High School,Urban,Lake Hannahmouth,Alabama,USA,2023-02-06,2025-02-12,Email,TRUE
24,stephen00@example.com,Melanie,Simmons,64,Other,51342,Married,High School,Rural,South Jennifermouth,California,USA,2024-08-24,2025-02-02,Web,TRUE
1695,jose60@example.net,Jason,Nichols,32,Other,50669,Married,High School,Rural,Haleyfort,Rhode Island,USA,2025-01-15,2025-02-13,Email,TRUE
777,hayeslisa@example.org,James,Brady,36,F,67653,Single,Master,Suburban,West Tonya,Nebraska,USA,2023-05-05,2025-02-16,Email,TRUE
2036,vwilliams@example.org,Nicole,Todd,72,M,74477,Single,Some College,Suburban,Port Vanessa,Minnesota,USA,2024-10-12,2025-01-25,Web,TRUE
3471,kristin37@example.org,Victoria,Bowers,75,F,69431,Widowed,Some College,Rural,Lake Mindyfort,Maryland,USA,2023-06-03,2025-01-21,Email,TRUE
2378,monica28@example.org,Sarah,Baker,31,M,50897,Widowed,Bachelor,Rural,Petersmouth,Maine,USA,2024-09-05,2025-02-04,Web,TRUE
2060,ypowers@example.org,Fernando,Thompson,51,M,87556,Married,Some College,Urban,Kayleefurt,Utah,USA,2023-07-03,2025-01-26,Web,TRUE
3422,rhonda52@example.com,Jane,Kennedy,37,M,59480,Divorced,Bachelor,Suburban,Olsonport,Wyoming,USA,2024-11-14,2025-01-20,Mobile App,TRUE
1691,soliscarlos@example.com,Suzanne,Serrano,28,Other,48040,Single,Master,Suburban,Markborough,Arizona,USA,2023-01-25,2025-01-18,Mobile App,TRUE
1832,smarsh@example.com,Adam,Williams,23,Other,31161,Divorced,Bachelor,Rural,South Tammy,New Jersey,USA,2024-10-17,2025-02-13,Mobile App,TRUE
2719,amarshall@example.com,Joshua,Wilson,30,F,46978,Divorced,Some College,Suburban,Sandraland,Rhode Island,USA,2024-01-04,2025-02-02,Mobile App,TRUE
1665,joshua96@example.com,Megan,Harrison,21,M,12576,Single,Master,Urban,Mosleyland,Wyoming,USA,2023-04-18,2025-01-22,Web,TRUE
1963,robert40@example.com,Tabitha,Johnson,55,M,100239,Single,Master,Suburban,East Tracyborough,Alabama,USA,2023-10-04,2025-02-06,Email,TRUE
334,nicholas38@example.com,Michael,Parrish,26,M,45533,Widowed,Bachelor,Rural,Sparkstown,North Carolina,USA,2023-01-01,2025-02-03,Mobile App,TRUE
1778,john84@example.org,Christine,Myers,46,M,69777,Married,High School,Suburban,New Christopher,Illinois,USA,2023-09-25,2025-02-11,Web,TRUE
3737,michaelnewton@example.org,Steven,Mcbride,22,M,38266,Single,Some College,Suburban,Lake Stevenburgh,South Carolina,USA,2024-12-07,2025-02-13,Mobile App,TRUE
2442,justinhughes@example.net,Douglas,Mcdonald,24,M,36477,Widowed,Some College,Rural,Rogerston,California,USA,2023-05-29,2025-01-21,Mobile App,TRUE
418,carrillogary@example.com,Christina,Branch,21,F,30454,Widowed,High School,Urban,Hansonmouth,Arizona,USA,2024-03-10,2025-01-29,Email,TRUE
1934,walkerdavid@example.org,Robert,Russo,19,F,25298,Married,Bachelor,Urban,Lake Jameshaven,Rhode Island,USA,2024-03-12,2025-01-24,Web,TRUE
1781,michael49@example.com,Kimberly,Logan,18,M,33612,Divorced,Some College,Suburban,Dianamouth,Nevada,USA,2024-11-16,2025-02-06,Web,TRUE
945,rodney49@example.net,Curtis,Murray,28,M,48269,Married,Bachelor,Urban,Lake Danieltown,New Jersey,USA,2024-11-26,2025-02-11,Web,TRUE
1870,gibsonbrandon@example.com,Kelly,Johnson,57,F,85209,Single,Bachelor,Suburban,New Edward,Connecticut,USA,2024-11-30,2025-01-26,Email,TRUE
3711,thompsontodd@example.net,Stephanie,Williams,24,M,29726,Married,Some College,Suburban,Juliestad,Missouri,USA,2024-02-13,2025-01-31,Web,TRUE
1122,hlawson@example.org,Randy,Lewis,27,F,54968,Divorced,Bachelor,Urban,New Keithburgh,Wyoming,USA,2023-01-27,2025-01-27,Mobile App,TRUE
1446,montesmichelle@example.org,Dennis,Davis,48,Other,81896,Single,Bachelor,Rural,New Derekfort,Oklahoma,USA,2023-08-31,2025-02-05,Email,TRUE
2171,smithcarl@example.com,Brandon,Werner,60,F,53994,Widowed,High School,Suburban,Spearsberg,South Carolina,USA,2023-02-27,2025-01-20,Email,TRUE
325,lindsey62@example.org,Lawrence,Floyd,52,M,73015,Married,High School,Rural,Hillstad,Florida,USA,2024-09-25,2025-02-11,Email,TRUE
2842,brownscott@example.net,Ricardo,Greene,64,Other,71641,Single,Some College,Urban,Hamptonshire,North Dakota,USA,2024-04-17,2025-02-05,Mobile App,TRUE
3136,vangbrittany@example.com,Sherry,Jordan,21,F,32090,Married,Some College,Suburban,Nunezburgh,Delaware,USA,2024-04-30,2025-02-13,Email,TRUE
3481,zwalton@example.com,Lisa,Ball,18,M,34549,Widowed,Bachelor,Urban,Moralesview,New Mexico,USA,2024-06-10,2025-02-06,Mobile App,TRUE
2219,frazierluis@example.com,Brandy,Flores,53,M,88644,Married,Some College,Suburban,Martinezland,Wisconsin,USA,2024-11-14,2025-02-02,Web,TRUE
2902,montesandrew@example.com,Leah,Ferguson,32,M,53608,Widowed,Some College,Suburban,Lake Katherinefort,Delaware,USA,2024-10-10,2025-02-15,Mobile App,TRUE
3121,patrick04@example.net,Leah,Lewis,74,M,68909,Married,Some College,Urban,Greenview,New Jersey,USA,2024-03-18,2025-01-30,Web,TRUE
830,fvasquez@example.net,Willie,Hernandez,39,M,50037,Divorced,Master,Rural,South Adamview,Iowa,USA,2024-10-12,2025-02-08,Email,TRUE
9,catherinegomez@example.net,James,King,38,Other,68789,Single,Master,Rural,Lake Colton,South Dakota,USA,2024-06-08,2025-01-19,Web,TRUE
3187,ashley42@example.org,Cindy,Porter,26,M,34957,Single,High School,Rural,North Jason,Nebraska,USA,2023-01-08,2025-01-23,Web,TRUE
1087,tiffanygreen@example.com,Joseph,Burns,48,Other,94070,Divorced,Bachelor,Urban,Michaelhaven,New Hampshire,USA,2023-05-14,2025-02-03,Mobile App,TRUE
792,collinsbrittany@example.org,Melanie,Whitney,33,M,80571,Married,Some College,Suburban,Kelseyberg,North Dakota,USA,2024-06-01,2025-02-11,Web,TRUE
1164,mayronald@example.com,Lauren,Decker,24,F,26336,Divorced,Some College,Rural,New Nathanielshire,Nevada,USA,2024-07-31,2025-01-17,Web,TRUE
3258,oaguilar@example.com,Angela,Eaton,72,F,92005,Married,High School,Urban,Port Casey,Utah,USA,2024-10-05,2025-01-24,Web,TRUE
2349,josephnelson@example.com,Samantha,Barnes,26,Other,52767,Divorced,Master,Rural,Douglasborough,Utah,USA,2023-01-20,2025-02-06,Web,TRUE
3868,emullins@example.com,Elizabeth,Meadows,71,Other,89089,Widowed,Master,Suburban,Angelaburgh,Georgia,USA,2023-02-22,2025-02-03,Web,TRUE
2211,heather53@example.net,Christopher,Grant,32,Other,48684,Single,Bachelor,Urban,Lake Amyfurt,Minnesota,USA,2024-05-17,2025-01-28,Web,TRUE
3578,jasonhardy@example.net,Thomas,Cohen,35,M,60072,Widowed,Bachelor,Rural,East Hollyview,Alaska,USA,2023-10-18,2025-01-26,Mobile App,TRUE
2795,heather55@example.com,Stacy,Shannon,22,F,37380,Single,Bachelor,Rural,Reynoldsbury,Idaho,USA,2023-09-23,2025-01-22,Mobile App,TRUE
2407,pharris@example.org,Edward,Sutton,27,M,43596,Widowed,High School,Suburban,New Michaelberg,California,USA,2023-06-03,2025-02-07,Web,TRUE
1513,willismatthew@example.com,Daniel,Anderson,39,M,71178,Divorced,Master,Suburban,East Haleymouth,New Mexico,USA,2024-03-17,2025-02-12,Web,TRUE
1455,mccoyandre@example.org,Jessica,Martinez,40,M,68286,Single,Bachelor,Urban,South Adam,North Dakota,USA,2023-07-23,2025-01-23,Email,TRUE
34,jennifer99@example.org,Nicole,Moore,49,M,106870,Divorced,Bachelor,Rural,Lake Christophermouth,Texas,USA,2024-10-27,2025-02-04,Mobile App,TRUE
347,jwhite@example.net,Timothy,Hinton,48,F,100954,Single,High School,Urban,Kimfurt,West Virginia,USA,2024-06-04,2025-01-29,Web,TRUE
2314,eduardodavis@example.com,Heather,Chapman,34,M,69194,Married,High School,Urban,Lawrencemouth,Indiana,USA,2023-10-29,2025-01-19,Mobile App,TRUE
3672,ricardomiller@example.com,Scott,Combs,36,Other,50483,Married,High School,Suburban,New Rachel,Hawaii,USA,2023-08-29,2025-02-13,Web,TRUE
291,jgutierrez@example.net,Aaron,Davis,42,M,80471,Widowed,Master,Urban,Pamelaside,Indiana,USA,2023-09-22,2025-01-25,Web,TRUE
3871,stephanie87@example.net,Cheyenne,Garcia,34,M,77042,Married,Bachelor,Suburban,West Leah,Rhode Island,USA,2024-07-13,2025-02-16,Email,TRUE
2680,jeffrey68@example.com,Diane,Garcia,28,F,49250,Single,Bachelor,Urban,Owenburgh,Georgia,USA,2025-01-31,2025-02-02,Mobile App,TRUE
1522,katrinaking@example.com,Michael,Roth,28,Other,38104,Married,Master,Urban,South Ashley,New York,USA,2023-04-06,2025-01-26,Web,TRUE
1003,brownrachel@example.net,Stephanie,Tucker,19,F,21208,Widowed,Some College,Suburban,East Rhondahaven,Iowa,USA,2024-04-15,2025-01-26,Email,TRUE
1646,tannerrobertson@example.net,Megan,Garcia,38,Other,71955,Single,Some College,Rural,Brownburgh,Texas,USA,2024-05-22,2025-02-04,Email,TRUE
2604,yzamora@example.org,Sherry,Wallace,27,F,40893,Widowed,Some College,Rural,Heatherhaven,South Carolina,USA,2023-02-27,2025-02-09,Web,TRUE
3061,skirby@example.com,Megan,Anderson,30,F,41495,Married,Bachelor,Suburban,Garytown,Alabama,USA,2024-09-12,2025-01-19,Web,TRUE
3324,chawkins@example.com,Danielle,Moreno,31,Other,51703,Divorced,Bachelor,Rural,Brooksbury,Michigan,USA,2024-05-08,2025-02-13,Web,TRUE
3568,blackwellcandace@example.com,Anthony,Turner,54,M,108033,Married,Master,Urban,Edwardsland,Utah,USA,2023-12-25,2025-02-04,Email,TRUE
2603,maryblackwell@example.com,Joshua,Howard,25,Other,27808,Divorced,High School,Urban,Mercadoburgh,Utah,USA,2023-03-14,2025-01-31,Web,TRUE
625,isaacharrison@example.org,Janice,Graham,28,Other,47220,Widowed,Master,Rural,Williamsstad,Virginia,USA,2024-06-12,2025-01-31,Mobile App,TRUE
3861,harrisdestiny@example.org,Morgan,Watts,53,Other,88886,Divorced,Bachelor,Urban,Goodmanbury,Rhode Island,USA,2024-09-07,2025-01-27,Mobile App,TRUE
2477,stevemorales@example.net,Erik,Coleman,25,M,31473,Married,High School,Urban,Wallacehaven,Alabama,USA,2024-03-05,2025-01-29,Mobile App,TRUE
2657,wolfdaniel@example.org,Eric,Brooks,40,Other,70405,Single,Bachelor,Rural,South Rachelhaven,Michigan,USA,2024-03-16,2025-01-25,Email,TRUE
1860,wlynch@example.com,John,Goodman,22,M,37228,Widowed,Some College,Rural,West Darlene,Indiana,USA,2023-06-14,2025-02-16,Mobile App,TRUE
1967,sheena87@example.com,Monica,Webster,24,M,28287,Divorced,High School,Suburban,Danielbury,Wyoming,USA,2024-04-30,2025-02-07,Web,TRUE
172,fhenderson@example.net,Amanda,Ellison,30,Other,37967,Divorced,Bachelor,Suburban,New Garrett,Maine,USA,2024-05-10,2025-02-06,Mobile App,TRUE
1221,pwood@example.com,Amber,Jones,48,F,115350,Single,Bachelor,Suburban,West Michelle,Vermont,USA,2024-05-16,2025-02-08,Mobile App,TRUE
731,michelleperez@example.net,Kara,Wells,28,F,54308,Married,Bachelor,Rural,Sharpmouth,Michigan,USA,2025-01-10,2025-02-04,Web,TRUE
3109,georgeblair@example.com,Samantha,Hayes,37,Other,58963,Divorced,Bachelor,Suburban,New Tina,Nevada,USA,2023-11-23,2025-02-03,Mobile App,TRUE
1336,qmiller@example.org,Marvin,Howard,24,Other,33347,Widowed,Bachelor,Suburban,Hayesside,Utah,USA,2024-03-09,2025-01-27,Mobile App,TRUE
1282,jennifer83@example.com,Juan,Miller,19,F,38816,Widowed,Some College,Urban,Sellersland,Texas,USA,2023-05-24,2025-01-29,Mobile App,TRUE
3270,bradfordsheila@example.com,Joseph,Friedman,44,M,101235,Divorced,High School,Urban,Myershaven,California,USA,2023-12-06,2025-01-18,Email,TRUE
801,kshelton@example.org,Cody,Mccann,21,M,35387,Married,High School,Rural,North David,North Carolina,USA,2023-06-11,2025-02-06,Mobile App,TRUE
298,msandoval@example.com,William,Cruz,26,M,46436,Single,Some College,Suburban,West Raymond,Michigan,USA,2023-07-15,2025-01-31,Mobile App,TRUE
423,yhall@example.net,Tiffany,Garcia,30,M,58295,Widowed,Master,Suburban,Toddside,Colorado,USA,2024-06-21,2025-01-22,Web,TRUE
1291,juan21@example.org,Bryan,Cooper,29,Other,48880,Widowed,Bachelor,Rural,New Katelynchester,Colorado,USA,2024-11-09,2025-01-31,Web,TRUE
2274,ljoyce@example.com,Jacqueline,Jones,52,Other,82275,Widowed,Master,Suburban,Fishermouth,Massachusetts,USA,2023-03-17,2025-01-23,Mobile App,TRUE
1477,anthonydavis@example.net,Ashley,Contreras,19,Other,37944,Single,Some College,Suburban,East Lynn,Iowa,USA,2024-07-20,2025-02-03,Web,TRUE
3323,carrollsuzanne@example.net,Jaime,Wood,35,Other,70960,Married,Bachelor,Suburban,East Courtneybury,Wisconsin,USA,2024-06-02,2025-02-01,Web,TRUE
2900,brandon11@example.org,Robin,Parsons,68,F,77309,Married,High School,Urban,Luischester,Idaho,USA,2023-01-05,2025-01-26,Mobile App,TRUE
419,jamesbrooks@example.net,Melissa,Rodriguez,28,F,48769,Single,Bachelor,Rural,East Stacyberg,Maine,USA,2024-09-25,2025-02-02,Web,TRUE
3449,ashley02@example.org,Jason,Hess,38,Other,74967,Widowed,Some College,Urban,Shahville,New Jersey,USA,2024-12-24,2025-01-21,Web,TRUE
285,nmaxwell@example.org,Michelle,Hobbs,39,Other,60215,Married,Bachelor,Suburban,South Samantha,Delaware,USA,2024-02-24,2025-01-19,Email,TRUE
2235,bowmankylie@example.com,Jessica,Anderson,37,Other,55488,Single,Master,Suburban,Nelsonchester,New Mexico,USA,2023-04-13,2025-01-26,Mobile App,TRUE
3743,tammie50@example.com,Jill,Hatfield,53,Other,111511,Widowed,Some College,Rural,West Kara,Rhode Island,USA,2023-05-07,2025-01-31,Web,TRUE
2295,vbond@example.com,Casey,Reed,35,F,72495,Married,High School,Rural,Amandashire,Nevada,USA,2024-04-05,2025-02-11,Mobile App,TRUE
1666,isabelwheeler@example.net,Karen,Mccoy,71,Other,83099,Divorced,Bachelor,Urban,Port Richardside,Georgia,USA,2025-01-30,2025-01-25,Web,TRUE
2672,jennifernicholson@example.com,Riley,Rodgers,27,Other,36501,Widowed,High School,Rural,Port Walter,West Virginia,USA,2023-05-24,2025-02-09,Email,TRUE
1256,cjohnson@example.org,Megan,Guzman,56,Other,106000,Married,Bachelor,Rural,Angelaberg,Oklahoma,USA,2024-05-10,2025-01-29,Web,TRUE
3582,matthewhooper@example.org,Maria,Vincent,47,F,82177,Single,Bachelor,Rural,South Crystalton,Connecticut,USA,2024-07-09,2025-02-06,Web,TRUE
1273,rgraves@example.net,Melanie,Wright,48,Other,77906,Married,Master,Rural,Lake Soniamouth,Connecticut,USA,2023-01-03,2025-02-11,Mobile App,TRUE
676,kimberly79@example.org,Kathleen,Wagner,55,M,89049,Married,Bachelor,Urban,Gillmouth,Georgia,USA,2024-12-14,2025-01-22,Web,TRUE
297,eroberson@example.net,Kimberly,Kent,29,M,41387,Divorced,Bachelor,Urban,Lake Lisa,Connecticut,USA,2023-02-24,2025-02-02,Mobile App,TRUE
3158,pamela31@example.com,Regina,Davidson,43,M,89974,Married,Some College,Suburban,West Michelleside,New York,USA,2023-05-09,2025-02-07,Web,TRUE
1088,benjamindavenport@example.com,Eric,Carroll,66,Other,70625,Married,Some College,Urban,Reedport,Indiana,USA,2024-12-21,2025-01-28,Web,TRUE
3643,elizabeth77@example.net,Antonio,Reid,29,F,54127,Divorced,Master,Suburban,West Jacqueline,Nevada,USA,2024-02-21,2025-01-17,Mobile App,TRUE
3065,martinezjennifer@example.com,Daisy,Morgan,27,M,56958,Widowed,Some College,Rural,Cranebury,Arizona,USA,2024-07-18,2025-02-01,Mobile App,TRUE
1110,howardbenjamin@example.net,Randy,Thompson,60,F,92870,Married,Bachelor,Rural,East Jessicafort,Nevada,USA,2024-03-27,2025-02-06,Email,TRUE
2166,gabrieljenkins@example.net,David,Reyes,37,F,47354,Divorced,Bachelor,Rural,Jonesmouth,Oregon,USA,2023-02-28,2025-02-05,Mobile App,TRUE
765,cjackson@example.com,William,Moss,22,Other,26655,Single,High School,Urban,Port Stephanie,New Mexico,USA,2024-11-14,2025-02-02,Email,TRUE
1976,amy70@example.net,Jessica,Grant,71,Other,41220,Single,Bachelor,Suburban,Lake Peter,Kentucky,USA,2024-03-13,2025-02-15,Mobile App,TRUE
3778,xoconnor@example.net,Rachel,Murray,57,M,56088,Widowed,High School,Suburban,Lake Todd,California,USA,2023-07-17,2025-02-08,Mobile App,TRUE
2276,gomezcalvin@example.com,Carrie,Grant,49,Other,80257,Divorced,Bachelor,Rural,Mikefurt,Hawaii,USA,2023-06-11,2025-02-08,Email,TRUE
3456,robin46@example.org,Daniel,Mcdowell,32,Other,50066,Widowed,High School,Urban,Eileenport,Rhode Island,USA,2023-07-14,2025-02-08,Web,TRUE
3441,christophermullen@example.org,Blake,Taylor,36,M,64800,Married,Some College,Rural,South Scottburgh,California,USA,2024-04-01,2025-01-23,Mobile App,TRUE
3450,sean90@example.org,Gary,Smith,29,Other,44424,Married,High School,Suburban,Port Ryantown,Rhode Island,USA,2024-02-25,2025-01-28,Mobile App,TRUE
2315,andersonhaley@example.com,Alexis,Morris,35,F,71817,Single,Bachelor,Suburban,South Tyler,Nevada,USA,2024-08-02,2025-01-26,Web,TRUE
1354,kimmichael@example.net,Russell,Erickson,54,Other,64360,Widowed,Some College,Urban,Cynthiaville,Nebraska,USA,2024-05-24,2025-02-06,Mobile App,TRUE
3649,pvilla@example.com,John,Fowler,21,M,27258,Married,High School,Rural,Ashleystad,Massachusetts,USA,2023-05-10,2025-01-19,Mobile App,TRUE
3093,douglas34@example.org,James,Griffin,38,M,64964,Single,Bachelor,Suburban,Jamesbury,Wisconsin,USA,2023-08-03,2025-01-27,Mobile App,TRUE
752,roblesmaria@example.org,Jennifer,Williams,26,F,46234,Widowed,High School,Rural,Port Markside,South Dakota,USA,2024-11-12,2025-02-04,Mobile App,TRUE
3315,xholland@example.net,Carol,Morales,69,Other,73558,Single,Master,Suburban,Johnsonfort,New Hampshire,USA,2023-06-04,2025-01-25,Web,TRUE
231,sparker@example.com,David,Daniel,21,Other,41879,Divorced,Bachelor,Rural,Rosalesshire,Arizona,USA,2023-04-28,2025-02-05,Mobile App,TRUE
1316,williamsmegan@example.org,Timothy,Williams,73,M,84989,Widowed,Bachelor,Urban,East Stephanie,Florida,USA,2023-11-12,2025-02-06,Mobile App,TRUE
3011,ghenry@example.com,Chad,Flores,29,Other,42691,Single,Some College,Suburban,Diazchester,Texas,USA,2023-10-12,2025-01-25,Mobile App,TRUE
316,lauragrant@example.net,Lorraine,Bartlett,34,M,67386,Divorced,Bachelor,Urban,Hughesfurt,Nevada,USA,2024-08-17,2025-02-01,Web,TRUE
1189,thomasaustin@example.org,Fernando,Morris,44,M,85058,Widowed,Bachelor,Suburban,Webbstad,Illinois,USA,2024-07-25,2025-02-09,Web,TRUE
3670,laura91@example.net,Michael,Lloyd,28,M,44286,Single,Some College,Suburban,New Wesley,Hawaii,USA,2024-02-01,2025-01-20,Email,TRUE
976,georgeharmon@example.net,James,Castillo,32,F,49203,Single,Bachelor,Urban,Elizabethshire,New York,USA,2024-06-23,2025-01-26,Web,TRUE
2499,vperez@example.com,Rebecca,Richard,26,F,35876,Married,Master,Suburban,Josephstad,Texas,USA,2024-01-05,2025-01-31,Mobile App,TRUE
2421,kellysnyder@example.net,Tracey,Norris,36,M,78807,Married,Some College,Suburban,West Reneefort,Washington,USA,2023-10-15,2025-01-29,Mobile App,TRUE
1482,olivia29@example.net,Donna,Lewis,24,Other,43084,Single,Bachelor,Urban,Colemanmouth,Louisiana,USA,2023-04-22,2025-01-19,Email,TRUE
16,pwilson@example.net,Derek,Chavez,30,M,45813,Married,Bachelor,Urban,Matthewsberg,Nebraska,USA,2023-11-07,2025-01-17,Web,TRUE
1070,xrivera@example.net,Cassandra,Levy,49,F,85659,Divorced,Bachelor,Rural,Clarktown,Iowa,USA,2024-06-27,2025-01-29,Web,TRUE
1703,smithjerry@example.org,Allen,Holt,45,M,92355,Widowed,Bachelor,Rural,Murrayfurt,Delaware,USA,2024-10-24,2025-02-16,Web,TRUE
706,ellisonscott@example.com,Cheryl,Reynolds,50,Other,105290,Widowed,High School,Urban,Lake Brianton,Maine,USA,2023-08-28,2025-02-15,Web,TRUE
1393,meghanallen@example.net,Mary,Berry,19,Other,30473,Divorced,Some College,Rural,Stevenmouth,Idaho,USA,2024-03-22,2025-01-18,Web,TRUE
1510,obrienjames@example.net,Christopher,Shelton,30,Other,53337,Single,Bachelor,Urban,Robinsonfurt,Tennessee,USA,2024-08-04,2025-02-13,Mobile App,TRUE
2354,jonathanwoodard@example.com,Kevin,Green,60,M,79216,Divorced,Some College,Suburban,North Jason,Illinois,USA,2024-10-18,2025-01-29,Email,TRUE
749,jayjohnson@example.net,Amanda,Ramos,54,M,125424,Widowed,Bachelor,Rural,Port Cynthiahaven,Tennessee,USA,2024-12-25,2025-01-28,Mobile App,TRUE
