order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
1000099,1000030,2025-02-09 14:34:14.535012,Delivered,555.68,16.14,Credit Card,015 Allen Row Apt. 056,4840 Robertson Pass,2025-02-09 14:34:14.535012,2025-02-09 14:41:14.535012
1000100,1000030,2025-02-15 14:34:14.535012,Delivered,929.2,13.34,Credit Card,0435 Stacy Expressway Apt. 133,38612 Stephen Isle Apt. 110,2025-02-15 14:34:14.535012,2025-02-15 15:28:14.535012
1000101,1000031,2025-02-23 14:34:14.535012,Pending,3884.86,16.22,Credit Card,8193 Russell Mission,5061 Darlene River Apt. 901,2025-02-23 14:34:14.535012,2025-02-23 14:54:14.535012
1000102,1000031,2025-02-10 14:34:14.535012,Delivered,551.22,16.59,PayPal,144 Juan Mill Suite 607,326 Choi Divide,2025-02-10 14:34:14.535012,2025-02-10 15:09:14.535012
1000103,1000032,2025-02-07 14:34:14.535012,Delivered,245.69,5.69,PayPal,508 David Avenue Suite 881,53682 Jack Ridges Suite 312,2025-02-07 14:34:14.535012,2025-02-07 15:29:14.535012
1000104,1000032,2025-02-07 14:34:14.535012,Delivered,5419.52,10.97,PayPal,781 Powers Glen,97552 Craig River,2025-02-07 14:34:14.535012,2025-02-07 14:56:14.535012
1000105,1000032,2025-02-22 14:34:14.535012,Pending,442.5,16.36,Credit Card,57759 Steele Drives,6205 Kristen Station Suite 452,2025-02-22 14:34:14.535012,2025-02-22 15:20:14.535012
1000106,1000033,2025-02-22 14:34:14.535012,Pending,632.71,12.93,Credit Card,7754 Arnold Extensions Apt. 428,1108 Lisa Prairie,2025-02-22 14:34:14.535012,2025-02-22 15:31:14.535012
1000107,1000033,2025-02-23 14:34:14.535012,Pending,2474.61,12.48,Credit Card,308 Stephens Plains Suite 256,427 Randy Parkway,2025-02-23 14:34:14.535012,2025-02-23 15:11:14.535012
1000108,1000034,2025-02-24 14:34:14.535012,Pending,643.87,8.29,Credit Card,392 Sean Fall,750 Kathleen Fort,2025-02-24 14:34:14.535012,2025-02-24 15:00:14.535012
1000109,1000035,2025-02-14 14:34:14.535012,Delivered,391.74,12.39,Credit Card,5303 Hughes Motorway,51844 Nicholas Lane,2025-02-14 14:34:14.535012,2025-02-14 14:54:14.535012
1000110,1000035,2025-02-13 14:34:14.535012,Delivered,495.04,7.02,Credit Card,184 Kaufman Fork Suite 557,082 Martin Club Suite 322,2025-02-13 14:34:14.535012,2025-02-13 14:55:14.535012
1000111,1000035,2025-02-15 14:34:14.535012,Delivered,3939.57,12.93,PayPal,9136 Cortez Orchard,3926 John Crossroad Apt. 280,2025-02-15 14:34:14.535012,2025-02-15 14:57:14.535012
1000112,1000037,2025-02-09 14:34:14.535012,Delivered,1069.06,8.36,PayPal,24286 Natalie Stream,37977 Jeffrey Loop Apt. 929,2025-02-09 14:34:14.535012,2025-02-09 15:29:14.535012
1000113,1000038,2025-02-23 14:34:14.535012,Pending,1360.94,14.55,Credit Card,57991 Nicholas Curve Apt. 038,91279 Natalie Place Apt. 172,2025-02-23 14:34:14.535012,2025-02-23 14:51:14.535012
1000114,1000039,2025-02-17 14:34:14.535012,Shipped,4166.55,18.15,Debit Card,686 Golden Square,76599 Ronald Glens Suite 314,2025-02-17 14:34:14.535012,2025-02-17 15:17:14.535012
1000115,1000039,2025-02-09 14:34:14.535012,Delivered,2370.59,18.42,Credit Card,3009 April Lane Apt. 565,69448 Cunningham Ridge,2025-02-09 14:34:14.535012,2025-02-09 15:17:14.535012
1000116,1000039,2025-02-17 14:34:14.535012,Shipped,1219.52,17.66,Credit Card,636 White Points Suite 449,621 Sean Squares Apt. 138,2025-02-17 14:34:14.535012,2025-02-17 15:12:14.535012
1000117,1000039,2025-02-15 14:34:14.535012,Delivered,62.35,8.56,PayPal,8902 Oconnell Avenue Apt. 279,14351 Jenny Locks Suite 902,2025-02-15 14:34:14.535012,2025-02-15 15:26:14.535012
1000118,1000039,2025-02-23 14:34:14.535012,Pending,1726.96,16.65,Debit Card,0384 Arthur Rapid Apt. 920,02146 Caldwell Lodge Apt. 801,2025-02-23 14:34:14.535012,2025-02-23 14:57:14.535012
1000119,1000039,2025-02-18 14:34:14.535012,Shipped,36.14,18.41,Credit Card,489 Bailey Via,93769 Jose Lodge Apt. 818,2025-02-18 14:34:14.535012,2025-02-18 15:12:14.535012
1000120,1000040,2025-02-13 14:34:14.535012,Delivered,572.86,12.98,Credit Card,1848 Benson Lane Suite 357,071 Jones Roads Apt. 356,2025-02-13 14:34:14.535012,2025-02-13 14:48:14.535012
1000121,1000040,2025-02-18 14:34:14.535012,Shipped,3052.87,14.98,PayPal,804 Justin Locks Suite 182,5394 Stacey Springs Apt. 733,2025-02-18 14:34:14.535012,2025-02-18 15:22:14.535012
1000122,1000040,2025-02-18 14:34:14.535012,Shipped,1461.81,16.55,Credit Card,3333 Moore Coves,79080 Watson Island,2025-02-18 14:34:14.535012,2025-02-18 14:58:14.535012
1000123,1000040,2025-02-21 14:34:14.535012,Processing,2954.77,10.31,PayPal,472 Sanders Terrace Apt. 086,085 Dalton Trail Apt. 718,2025-02-21 14:34:14.535012,2025-02-21 15:07:14.535012
1000124,1000041,2025-02-09 14:34:14.535012,Delivered,1257.56,6.6,PayPal,0036 Mark Ridge Suite 284,7955 Victor Fords,2025-02-09 14:34:14.535012,2025-02-09 15:24:14.535012
1000125,1000041,2025-02-05 14:34:14.535012,Delivered,1500.08,7.52,Credit Card,556 Hayes Ports Apt. 931,86632 Thomas Branch Apt. 672,2025-02-05 14:34:14.535012,2025-02-05 15:17:14.535012
1000126,1000042,2025-02-14 14:34:14.535012,Delivered,2280.53,6.41,Credit Card,4489 Raymond Spurs Apt. 034,175 Ward Points Suite 506,2025-02-14 14:34:14.535012,2025-02-14 15:03:14.535012
1000127,1000042,2025-02-13 14:34:14.535012,Delivered,163.87,14.41,Credit Card,9399 Tiffany Haven,8771 Austin Mountain Apt. 256,2025-02-13 14:34:14.535012,2025-02-13 15:28:14.535012
1000128,1000043,2025-02-10 14:34:14.535012,Delivered,215.05,14.81,PayPal,12535 Delgado Station Suite 964,9876 Ivan Brooks Apt. 341,2025-02-10 14:34:14.535012,2025-02-10 14:51:14.535012
1000129,1000043,2025-02-06 14:34:14.535012,Delivered,4356.19,17.0,Debit Card,61117 Anthony Locks,49216 Perez Street,2025-02-06 14:34:14.535012,2025-02-06 15:28:14.535012
1000130,1000044,2025-02-18 14:34:14.535012,Shipped,96.1,10.44,Credit Card,2282 Austin Knolls Suite 778,728 Brittany Motorway Suite 884,2025-02-18 14:34:14.535012,2025-02-18 15:24:14.535012
1000131,1000044,2025-02-08 14:34:14.535012,Delivered,1581.6,19.05,Credit Card,8317 Diaz Green Apt. 400,4780 Arroyo Neck,2025-02-08 14:34:14.535012,2025-02-08 15:31:14.535012
1000132,1000045,2025-02-05 14:34:14.535012,Delivered,109.76,8.51,Credit Card,64930 Lopez Points Suite 632,3416 Zachary Union Suite 484,2025-02-05 14:34:14.535012,2025-02-05 14:50:14.535012
1000133,1000045,2025-02-10 14:34:14.535012,Delivered,777.28,12.77,Debit Card,12241 Williamson Groves Suite 350,80214 Martinez Mill,2025-02-10 14:34:14.535012,2025-02-10 15:13:14.535012
1000134,1000045,2025-02-23 14:34:14.535012,Pending,2574.85,17.14,PayPal,12073 Fisher Turnpike,7051 Brian Trail Suite 187,2025-02-23 14:34:14.535012,2025-02-23 15:28:14.535012
1000135,1000045,2025-02-11 14:34:14.535012,Delivered,212.73,15.44,PayPal,46013 Wise Mills,037 Adriana Fords,2025-02-11 14:34:14.535012,2025-02-11 14:53:14.535012
1000136,1000045,2025-02-18 14:34:14.535012,Shipped,2110.12,15.74,Credit Card,4520 Jon Route Suite 350,36502 Richards Locks,2025-02-18 14:34:14.535012,2025-02-18 15:04:14.535012
1000137,1000045,2025-02-18 14:34:14.535012,Shipped,3018.59,16.46,Debit Card,09792 Townsend Gateway,1950 Michael Drives,2025-02-18 14:34:14.535012,2025-02-18 14:56:14.535012
